video_id,timestamp,n_comments,pct_negative,pct_positive,pct_neutral,avg_compound
iUlW_oAVlAc,2025-10-24T15:52:59.530983,81,25.925925925925924,54.32098765432099,19.753086419753085,0.1518358024691358
